87.21,C0026995
492.8,C0029607
295.7,C0036337
758,C0008626
621.8,C0302384
V61.8,C0481799
818,C0159804
240-246.99,C0040128
307.2,C0040188
186.9,C0153596
569.42,C0002758
172.9,C0151779
622,C0156377
414,C0155669
752.61,C1691215
378.35,C0155336
61,C0161926
112.1,C0700345
349.89,C0029784
63,C0161928
900-904.99,C0178324
305.1,C0040336
788.5,C0028962
302.9,C0033953
692.9,C0375487
780.56,C0013373
58.6,C0194664
292.9,C0154330
424.2,C0701168
682.9,C0007645
636.9,C0260335
696.2,C0030491
271.1,C0016952
373.2,C0007933
709.3,C0342981
305.9,C0154544
153.9,C0007102
380.9,C0155388
272.3,C0023817
720,C0003089
710.2,C0086981
185,C0376358
428,C0018801
502,C0037116
70.53,C1955495
270.9,C0002514
666,C0032797
758.39,C0478100
270.4,C0268613
4.81,NONE
381.4,C0271446
300.22,C0001819
722.2,C1328971
745,C0158606
E800-E848.9,C0362049
88.82,C0202752
26.9,C0846208
8.5,NONE
117.3,C0004030
658.1,C0015944
300.11,C0009946
41.85,NONE
486,C0339951
78.12,C0177383
277.85,C1456270
209,C0206754
300.21,C0236800
519.3,C0869275
459.89,C0155803
271.8,C0029777
782,C0159037
513,C0155908
94.33,C0004933
963.1,C0412836
55.6,C0022671
786.05,C0013404
989.4,C0302408
276.9,C0868890
580,C0156221
786.06,C0231835
977.9,C0013221
490,C0006277
919.4,C0021567
799.89,C0277538
114,C0009186
793.89,C0949148
637,C0156543
351.8,C0029616
286.4,C0042974
788.99,C0159064
729.81,C0158369
756.54,C0016065
572,C0156191
368,C0547030
727.3,C0029528
6.9,NONE
530.85,C0004763
448,C0155765
131.01,C2945558
13,C0197672
368.2,C0012569
288.1,C0016808
991.3,C0016737
995.91,C0243026
785.3,C0159050
989.1,C0161727
277.2,C0029595
365.63,C0154964
140-239.99,C0027651
300.15,C0012746
947.2,C0162286
272,C0154251
626.6,C0025874
665.2,C0162482
413.9,C0348588
958.4,C0036986
206,C0598894
298.8,C0029516
309.89,C0154592
277.88,C0041364
788.21,C0344365
41.2,C0193987
250.9,C0342257
788.35,C0375552
379.8,C0155384
333.4,C0020179
V24.2,C0260564
240,C0037158
272.7,C0023794
388.43,C0155537
283.9,C0002879
711,C0157749
608.1,C0037859
284.1,C0030312
520.6,C0012767
296.5,C1456305
V29.9,C0490064
320-326.99,C0178264
434,C0028790
795.79,C0375580
788.39,C0375554
963,C0161518
478.5,C0155852
581.9,C0027730
986,C1370867
625.2,C0152149
729.4,C0015645
302.2,C0030764
359.22,C0027127
276.5,C0546884
601.1,C0085696
128.9,C0018889
299,C0524528
564.9,C0016807
255.3,C0348461
597.8,C0029867
27,C0161879
42,C0192259
99.3,C0178201
362.2,C0154837
17,C0175624
988,C0161721
810-819.99,C0178316
780.6,C2349675
111.9,C0011630
365.13,C0017612
557,C2004435
453.9,C0040038
794.8,C0151766
218,C0042133
780,C0159028
195,C0153659
V59,C1527169
218.9,C0042133
279.41,C1328840
352.6,C0154733
V65.3,C0260823
277.87,C1456275
7.1,NONE
V72.7,C0362085
334.3,C0029534
301.82,C0004444
701,C0157727
985.1,C0311375
286.2,C0015523
477.9,C2607914
32.9,C0396566
621.4,C0018948
365.04,C0028840
379.23,C0042909
380.4,C0021092
285,C0472702
252.1,C0020626
126.8,C0546827
38.94,C0085290
V25.8,C0260574
635.9,C0156499
571.42,C0241910
8.41,NONE
279.06,C0009447
995.27,C1719669
364.9,C0154907
426,C0264886
363.2,C2239106
863.8,C0160374
83.8,C0177635
257.8,C0029857
525.19,C0949133
78.89,C0302453
389.9,C1384666
753.9,C0158698
995.3,C0700625
92,C0034606
483.1,C0339959
288.09,C2873812
296.9,C1456311
461.8,C0155808
362.36,C0154842
742.9,C0497552
348.2,C0033845
461.9,C0149512
736.6,C0158487
216.9,C0004998
136.9,C0041849
362.18,C0152026
V61.7,C0029865
300.1,C1456314
208.9,C0023418
771.89,C0158950
614.7,C0156332
529.4,C0155964
237.71,C0027831
416.8,C0155673
519.2,C0025064
205.8,C0029670
234.9,C0007099
651,C0032989
619.1,C0012246
710.3,C0011633
710.4,C0085655
277.81,C0342788
427.81,C0428908
V58.44,C1455977
81.2,C0177554
481,C0155862
372,C0009759
414.9,C0264694
102,C0043388
282.2,C0002899
30.3,C0189231
E008.0,C0006080
180,C0007847
787.99,C0159061
237,C0154116
784.99,C0029855
710.9,C0041785
799.59,C2921141
451.9,C1367972
996.81,C1261281
614.9,C0242172
309.83,C0154595
331.5,C1955760
120.2,C0036329
E003.1,C0020748
269.3,C0869423
573.3,C0019158
239.1,C0154131
379.43,C0026962
E003.0,C0020749
122,C0013502
327.42,C0751772
339.03,C1565171
289.9,C0018939
286.6,C0012739
53.2,C0198760
32,C1970969
743.06,C0311249
375.15,C0043349
384.2,C0206504
781.8,C0840927
771.1,C0158945
44.01,C0042275
194,C0153651
3.9,NONE
921,C0160919
720.9,C0038012
347,C0751362
426.9,C0264886
312,C0869273
999.9,C0302430
621.6,C0156373
695,C0041834
188.9,C0005684
190.9,C0496836
V62.89,C0302431
312.34,C0021776
157.4,C1328479
246.8,C0154167
686,C0157707
534.9,C0494736
274.11,C0403719
63.2,C0177120
967,C0274638
312.89,C0375193
537.4,C0267180
659,C0302388
117.1,C0038034
288.51,C0024312
780.99,C0029625
556,C0009324
709,C0178301
484.5,C0155866
V15.81,C0260503
V66.9,C0677614
84.1,C0337308
754.82,C0158731
244,C0700502
694.5,C0030805
125.5,C0016089
785.1,C0030252
244.8,C0154161
136.3,C1535939
202.7,C0079774
261,C0086588
